brand,model,price,year,Color,Body_Style,Horsepower,Hand_Drive,Engine_Cylinders,Engine,Engine_Volume,Interior_Color,Mileage,Gearbox,Drive_train,sold
BMW,318,4200,2002,black,Sedan,143,Left,4,Astragalus,1.8,black,179000,Mechanical,Rear,No
Nissan,Versa ,4300,2010,black,Hatchback,122,Left,4,Petrol,1.8,black,160800,Automatic,Front,No
Mercedes-Benz,E 320 ,4700,2000,Silver,Sedan,224,Left,6,Astragalus,3.2,Grey,215000,Robot,Rear,No
Mercedes-Benz,E 350 ,10000,2008,White,Sedan,272,Left,6,Petrol,3.5,black,60000,Automatic,Rear,No
Mercedes-Benz,C 200 ,3900,2000,Silver,Sedan,163,Left,4,Petrol,2,black,163000,Mechanical,,Yes
Nissan,X-Trail ,4900,2006,black,Truck:,150,Left,4,Petrol,2,Grey,83000,Automatic,Wheel drive,Yes
Toyota,Camry ,7000,2010,Grey,Sedan,170,Left,4,Petrol,2.5,Grey,93000,Automatic,Front,Yes
Nissan,X-Trail ,4500,2004,black,Truck:,150,Left,4,Petrol,2,black,148000,Automatic,Wheel drive,Yes
Toyota,Land Cruiser Prado ,23500,2010,White,Universal,163,Left,4,Petrol,2.7,Grey,108000,Automatic,Wheel drive,Yes
Lexus,LX 570 ,38000,2008,Cherry,Truck:,381,Left,8,Petrol,5.7,Beige,105000,Automatic,Wheel drive,Yes
Mercedes-Benz,B 200 ,6500,2010,White,Hatchback,136,Left,4,Petrol,2,black,70275,Automatic,Front,Yes
Lexus,GX 470 ,17500,2006,White,Universal,263,Left,8,Petrol,4.7,black,116500,Automatic,Wheel drive,Yes
Lexus,GX 470 ,19000,2009,black,Universal,273,Left,8,Petrol,4.7,,62500,Automatic,Wheel drive,Yes
Hyundai,Sonata ,6900,2011,black,Sedan,188,Left,4,Petrol,2.4,black,90000,Automatic,Front,Yes
Lexus,GX 460 ,27700,2011,White,Truck:,296,Left,8,Petrol,4.7,black,13000,Automatic,Wheel drive,Yes
Nissan,Xterra ,5300,2003,Silver,Truck:,180,Left,6,Petrol,3.3,Grey,123400,Automatic,Wheel drive,Yes
Hyundai,Sonata ,5800,2012,White,Sedan,178,Left,4,Petrol,2.4,Beige,101000,Automatic,Front,Yes
Nissan,X-Trail ,5000,2007,black,Truck:,150,Left,4,Petrol,2,Grey,82000,Automatic,Wheel drive,Yes
Toyota,Camry ,9300,2012,black,Sedan,170,Left,4,Petrol,2.5,black,70000,Automatic,Front,Yes
Toyota,4-Runner ,12800,2006,black,Truck:,268,Left,8,Petrol,4.7,Beige,121000,Automatic,Wheel drive,Yes
Nissan,Tiida ,3900,2009,black,Hatchback,109,Left,4,Petrol,1.5,black,77000,Automatic,Front,Yes
Toyota,Camry ,9600,2013,Silver,Sedan,178,Left,4,Petrol,2.5,black,117000,Automatic,Front,Yes
Toyota,Camry ,9900,2013,black,Sedan,178,Left,4,Petrol,2.5,black,135000,Automatic,Front,Yes
Ford,Transit ,8400,2012,White,Universal,140,Left,4,Petrol,2,Grey,110000,Automatic,Front,No
Honda,CR-V ,4200,2001,black,Truck:,140,Left,4,Astragalus,2,,208000,Automatic,Wheel drive,No
Mercedes-Benz,E 350 ,10500,2005,black,Sedan,272,Left,6,Petrol,3.5,black,98000,Automatic,Rear,Yes
Mercedes-Benz,C 200 ,4000,2000,black,Sedan,129,Left,4,Astragalus,2,black,178000,Mechanical,Rear,Yes
Toyota,Camry ,9900,2011,Grey,Sedan,277,Left,6,Petrol,3.5,Beige,93000,Automatic,Front,Yes
Mercedes-Benz,CLS 350 ,12800,2006,black,Sedan,272,Left,6,Petrol,3.5,black,87000,Automatic,Rear,Yes
Nissan,Xterra ,5900,2004,Grey,Truck:,180,Left,6,Petrol,3.3,Grey,123000,Automatic,Wheel drive,Yes
Toyota,Camry ,12000,2016,black,Sedan,245,Left,4,Petrol,3.5,,9000,Automatic,,Yes
BMW,325,6200,2006,black,Sedan,218,Left,6,Petrol,2.5,Chestnut,179000,Automatic,Rear,Yes
Mercedes-Benz,ML 350 ,17000,2010,black,Truck:,272,Left,6,Petrol,3.5,black,120000,Automatic,Wheel drive,Yes
Toyota,Land Cruiser 200 ,33000,2010,black,Universal,288,Left,8,Petrol,4.7,Grey,139000,Automatic,Wheel drive,Yes
BMW,X5 ,12500,2007,black,Truck:,360,Left,8,Petrol,4.8,Beige,124000,Automatic,Wheel drive,Yes
Hyundai,Elantra ,6200,2011,Silver,Sedan,148,Left,4,Petrol,1.8,Grey,61000,Automatic,Front,Yes
Hyundai,Elantra ,9200,2016,black,Sedan,145,Left,4,Petrol,1.8,black,29000,Automatic,Front,Yes
BMW,528,6300,2000,Silver,Sedan,190,Left,6,Petrol,2.8,black,133000,Automatic,,Yes
Ford,Transit ,5400,2005,red,Furgon:,85,Left,4,Diesel,2,Grey,159000,Mechanical,Front,Yes
Toyota,Camry ,10800,2013,Grey,Sedan,178,Left,4,Petrol,2.5,black,70000,Automatic,Front,Yes
Hyundai,Sonata ,5800,2012,White,Sedan,178,Left,4,Petrol,2.4,Beige,101000,Automatic,Front,Yes
Toyota,Land Cruiser Prado ,28000,2011,White,Truck:,282,Left,6,Petrol,4,black,118000,Automatic,Wheel drive,Yes
Kia,Optima ,6900,2013,Silver,Sedan,178,Left,4,Petrol,2.4,Other color,101000,Automatic,Front,Yes
Hyundai,Sonata ,5800,2012,White,Sedan,178,Left,4,Petrol,2.4,,101000,Automatic,Front,Yes
Lexus,GX 470 ,15500,2006,White,Truck:,263,Left,8,Petrol,4.7,Grey,129000,Automatic,Wheel drive,Yes
Mercedes-Benz,CLS 350 ,11000,2006,black,Sedan,272,Left,6,Petrol,3.5,black,130000,Automatic,Rear,Yes
Hyundai,Sonata ,6900,2011,black,Sedan,188,Left,4,Petrol,2.4,black,90000,Automatic,Front,Yes
Toyota,Land Cruiser Prado ,29000,2012,White,Truck:,282,Left,6,Petrol,4,black,132000,Automatic,Wheel drive,Yes
Nissan,Tiida ,4400,2009,Silver,Hatchback,109,Left,4,Petrol,1.5,black,85000,Variator:,Front,Yes
Toyota,Camry ,8100,2011,Silver,Sedan,181,Left,4,Petrol,2.5,Grey,80000,Automatic,Front,Yes
VAZ(Lada),2106,1750,2005,White,Sedan,75,Left,4,Astragalus,1.5,black,142000,Mechanical,Rear,Yes
Toyota,Land Cruiser 200 ,33000,2010,White,Truck:,245,Left,6,Petrol,4,black,107000,Automatic,Wheel drive,Yes
Toyota,4-Runner ,12700,2006,black,Truck:,260,Left,8,Petrol,4.7,Grey,123000,Automatic,Wheel drive,Yes
Mercedes-Benz,E 320 ,5900,2004,black,Sedan,224,Left,6,Petrol,3.2,Grey,173000,Automatic,Rear,Yes
Toyota,Camry ,7700,2010,Silver,Sedan,171,Left,4,Petrol,2.5,Grey,99000,Robot,Front,Yes
Mercedes-Benz,CLS 350 ,10800,2006,Silver,Sedan,275,Left,6,Petrol,3.5,black,36000,Automatic,Rear,No
Mercedes-Benz,C 230 ,5700,2007,black,Sedan,204,Left,6,Petrol,2.5,black,200000,Automatic,Rear,Yes
Mitsubishi,Grandis ,5500,2004,black,Hatchback,165,Right,4,Astragalus,2.4,Other color,181000,Automatic,Front,No
Opel,Astra ,3200,2000,Silver,Sedan,101,Left,4,Astragalus,1.6,,192000,Mechanical,Front,No
BMW,320,4500,2000,black,Sedan,170,Left,6,Astragalus,2.2,,220000,Mechanical,Rear,No
Mercedes-Benz,C 240 ,4050,2001,White,Sedan,170,Left,6,Petrol,2.4,Grey,215000,Automatic,Rear,No
Toyota,Alphard ,6200,2005,black,Minivan / Minibus,159,Left,4,Petrol,2.4,Grey,138000,Automatic,Front,Yes
Mitsubishi,Outlander ,11000,2012,black,Truck:,220,Left,6,Petrol,3,Beige,215000,Automatic,Wheel drive,No
Nissan,Tiida ,3600,2007,black,Hatchback,109,Left,4,Petrol,1.5,black,49800,Variator:,Front,Yes
Nissan,Tiida ,3300,2006,Grey,Sedan,109,Right,4,Petrol,1.5,black,88000,Automatic,Front,Yes
Hyundai,Sonata ,5800,2012,White,Sedan,178,Left,4,Petrol,2.4,Beige,101000,Automatic,Front,Yes
BMW,530,6900,2004,black,Sedan,231,Left,6,Petrol,3,black,70000,Automatic,Rear,Yes
Mercedes-Benz,CLS 500 ,11200,2007,Silver,Sedan,388,Left,8,Petrol,5,black,101140,Automatic,Rear,No
Mercedes-Benz,ML 350 ,6500,2003,White,Universal,246,Left,6,Petrol,3.7,Chestnut,149000,Automatic,Wheel drive,No
Mitsubishi,Pajero Pinin (IO) ,4500,2004,black,Universal,136,Left,4,Petrol,2,,95000,Automatic,Wheel drive,No
Toyota,Alphard ,6500,2005,black,Minivan / Minibus,159,Left,4,Petrol,2.4,Grey,108000,Automatic,Front,Yes
BMW,528,9000,2008,black,Sedan,234,Left,6,Petrol,3,black,180000,Automatic,Rear,No
BMW,X5 ,7500,2002,Other color,Truck:,231,Left,6,Petrol,3,Beige,153000,Automatic,Wheel drive,No
Mercedes-Benz,ML 320 ,4200,2000,Silver,Truck:,218,Left,6,Petrol,3.2,,205000,Automatic,Wheel drive,No
Opel,Astra ,3500,2000,black,Hatchback,101,Left,6,Petrol,1.6,black,108000,Mechanical,Front,No
Mitsubishi,Outlander ,7000,2007,Silver,Truck:,170,Right,4,Astragalus,2.4,black,222222,Robot,Wheel drive,No
Mitsubishi,Outlander ,7000,2007,Silver,Truck:,170,Right,4,Astragalus,2.4,black,222222,Robot,Wheel drive,No
Toyota,Land Cruiser 100 ,17000,2006,black,Truck:,235,Left,8,Petrol,4.7,Beige,208000,Automatic,Wheel drive,No
BMW,530,6300,2006,Grey,Sedan,258,Left,6,Petrol,3,black,220000,Automatic,Rear,No
Niva,2121,4000,2007,White,Coupe,81,Left,4,Petrol,1.7,black,72000,Mechanical,Wheel drive,No
Toyota,Camry ,11500,2014,White,Sedan,178,Left,4,Petrol,2.5,black,80000,Automatic,Front,Yes
Opel,Combo ,3750,2001,Silver,Universal,91,Left,4,Astragalus,1.4,black,280000,Mechanical,Front,No
Opel,Vectra ,3000,2000,Silver,Sedan,136,Left,4,Petrol,2,,134000,Mechanical,Front,No
Opel,Astra ,2750,2000,Silver,Hatchback,101,Left,4,Petrol,1.6,black,162000,Automatic,Front,No
Mercedes-Benz,CLS 500 ,10700,2006,black,Coupe,306,Left,8,Petrol,5,black,130000,Automatic,Rear,No
Hyundai,Elantra ,7000,2012,Silver,Sedan,146,Left,4,Petrol,1.8,Grey,126000,Automatic,Front,No
Hyundai,Veloster ,7900,2013,black,Hatchback,132,Left,4,Petrol,1.6,black,75000,Automatic,Front,No
BMW,X5 ,9800,2006,black,Truck:,320,Left,8,Petrol,4.4,Chestnut,280000,Automatic,Wheel drive,No
Volkswagen,Passat ,5500,2007,black,Sedan,115,Left,4,Petrol,1.6,black,205000,Automatic,Front,No
VAZ(Lada),2107,2800,2008,White,Sedan,80,Left,4,Astragalus,1.6,black,95000,Mechanical,Rear,No
VAZ(Lada),2114,2200,2008,black,Hatchback,81,Left,4,Petrol,1.6,,150000,Mechanical,Front,No
BMW,X5 ,14000,2008,White,Truck:,355,Left,8,Petrol,4.8,black,118000,Automatic,Wheel drive,No
Honda,CR-V ,4900,2002,White,Truck:,162,Left,4,Petrol,2.4,,160000,Automatic,Front,No
Nissan,Teana ,3500,2004,Other color,Sedan,173,Left,6,Petrol,2.3,Beige,62000,Automatic,Front,No
Hyundai,Sonata ,5700,2005,White,Sedan,150,Left,4,Petrol,2,Grey,145300,Automatic,Front,No
Toyota,Camry ,10100,2011,Grey,Sedan,277,Left,6,Petrol,3.5,Beige,93000,Automatic,Front,No
BMW,528,11500,2009,White,Sedan,235,Left,6,Petrol,3,black,82000,Automatic,Rear,Yes
Toyota,Camry ,7500,2007,Other color,Sedan,167,Right,4,Petrol,2.4,Beige,100000,Automatic,Front,No
BMW,318,3600,2000,Blue,Sedan,118,Left,4,Astragalus,1.9,Blue,237000,Mechanical,Rear,No
Nissan,Tiida ,3300,2006,White,Sedan,109,Right,4,Astragalus,1.5,Grey,106338,Automatic,Front,No
Toyota,Camry ,9800,2012,black,Sedan,178,Left,4,Petrol,2.5,Beige,105000,Automatic,Front,No
Nissan,Maxima ,5500,2006,White,Sedan,267,Left,6,Astragalus,3.5,,93000,Automatic,Front,No
Nissan,Skyline ,6200,2005,White,Sedan,218,Right,4,Petrol,2.5,White,110000,Automatic,,No
BMW,528,8100,2008,Grey,Sedan,234,Left,6,Petrol,3,black,111000,Automatic,Rear,No
Mercedes-Benz,E 240 ,6000,2001,Silver,Sedan,170,Left,6,Astragalus,2.4,black,102000,Automatic,Rear,No
Mercedes-Benz,B 170 ,5000,2007,Silver,Hatchback,116,Left,4,Petrol,1.7,White,91500,Automatic,Front,No
Nissan,X-Trail ,6300,2015,Grey,Truck:,170,Left,4,Petrol,2.5,black,33000,Variator:,Wheel drive,No
Toyota,Corolla ,7500,2009,black,Sedan,133,Left,4,Petrol,1.8,black,104000,Automatic,Front,No
BMW,X6 ,19000,2009,black,Truck:,408,Left,8,Petrol,5,black,119500,Automatic,Wheel drive,No
BMW,X5 ,6000,2005,Grey,Truck:,320,Left,8,Petrol,4.4,Grey,250000,Automatic,Wheel drive,No
Toyota,Ipsum ,5100,2004,White,Universal,160,Left,4,Petrol,2.4,Beige,144000,Automatic,Front,No
Toyota,Alphard ,8200,2007,Silver,Minivan / Minibus,160,Left,4,Petrol,2.4,black,233000,Automatic,Wheel drive,No
BMW,330,5800,2003,White,Sedan,231,Left,6,Astragalus,3,black,180000,Automatic,Rear,No
Nissan,BlueBird ,4000,2006,White,Sedan,133,Right,4,Astragalus,2,black,78000,Automatic,Front,No
BMW,328,8300,2008,White,Coupe,234,Left,6,Petrol,2.8,black,173000,Automatic,Rear,No
BMW,530,5500,2001,Other color,Sedan,231,Left,6,Astragalus,3,Grey,200000,Automatic,Rear,No
Mercedes-Benz,S 550 ,22900,2010,White,Sedan,388,Left,8,Petrol,5.5,Beige,60000,Automatic,Wheel drive,No
Toyota,Camry ,15000,2016,black,Sedan,125,Left,6,Petrol,2.8,black,2000,Automatic,Front,No
Mercedes-Benz,S 550 ,22900,2010,White,Sedan,388,Left,8,Petrol,5.5,Beige,60000,Automatic,Wheel drive,No
Volkswagen,Touareg ,7300,2004,White,Truck:,310,Left,8,Petrol,4.2,black,190000,Automatic,,No
Nissan,Tiida ,3500,2005,Silver,Sedan,105,Right,4,Astragalus,1.5,Grey,135000,Variator:,Front,No
Infiniti,EX35 ,8800,2007,White,Truck:,297,Left,6,Petrol,3.5,Grey,123000,Automatic,,No
Toyota,Alphard ,7000,2006,black,Minivan / Minibus,176,Left,4,Petrol,2.4,black,121000,Automatic,Front,Yes
Toyota,Camry ,11500,2014,White,Sedan,178,Left,4,Petrol,2.5,black,80000,Automatic,Front,Yes
Toyota,Ipsum ,4950,2005,White,Universal,160,Left,4,Petrol,2.4,Beige,158000,Automatic,Front,Yes
Chevrolet,Cruze ,8700,2014,black,Sedan,141,Left,4,Petrol,1.8,Grey,165000,Automatic,Front,Yes
BMW,530,6200,2005,Blue,Sedan,231,Left,6,Astragalus,3,red,256000,Automatic,Rear,Yes
BMW,530,6200,2005,Blue,Sedan,231,Left,6,Astragalus,3,red,256000,Automatic,Rear,Yes
Toyota,Camry ,13400,2015,black,Sedan,178,Left,4,Petrol,2.5,black,52000,Automatic,Front,No
BMW,X5 ,6000,2002,black,Truck:,231,Left,6,Petrol,3,Beige,122000,Automatic,Wheel drive,No
Toyota,Altezza ,3500,2004,White,Sedan,160,Right,6,Petrol,2,black,210000,Automatic,Rear,No
Nissan,Teana ,3900,2007,Silver,Sedan,173,Switched from right to left,6,Petrol,2.3,black,88050,Automatic,Front,Yes
Toyota,Alphard ,8500,2008,black,Minivan / Minibus,160,Left,4,Petrol,2.4,Beige,79000,Automatic,,Yes
Mercedes-Benz,S 350 ,19000,2010,black,Sedan,272,Left,6,Petrol,3.5,black,120000,Automatic,Rear,Yes
Nissan,Tiida ,3900,2010,Silver,Sedan,109,Switched from right to left,4,Petrol,1.5,Grey,66500,Variator:,Front,Yes
VAZ(Lada),2112,2600,2006,black,Hatchback,91,Left,4,Petrol,1.6,black,190000,Mechanical,Front,Yes
Nissan,Elgrand ,5700,2003,White,Minivan / Minibus,240,Right,6,Astragalus,3.5,,270000,Automatic,Wheel drive,Yes
Nissan,X-Trail ,4600,2003,Grey,Truck:,153,Right,4,Petrol,2,Other color,150000,Automatic,Wheel drive,No
Nissan,Skyline ,4200,2004,black,Sedan,215,Right,6,Astragalus,2.5,black,110000,Automatic,Rear,No
Nissan,Xterra ,7600,2007,Blue,Truck:,269,Left,6,Petrol,4,Grey,170000,Automatic,Wheel drive,No
Hyundai,Sonata ,6700,2010,black,Sedan,200,Left,4,Petrol,2.4,black,80000,Automatic,Front,No
Volkswagen,Golf ,4200,2001,Silver,Hatchback,150,Right,4,Petrol,1.8,Grey,91700,Automatic,Front,No
Mercedes-Benz,E 320 ,7000,2005,Silver,Sedan,224,Left,6,Astragalus,3.2,Beige,227000,Automatic,Front,No
Nissan,Teana ,4500,2005,White,Sedan,173,Left,6,Astragalus,3.2,Beige,140000,Automatic,Front,No
BMW,328,10800,2013,black,Sedan,245,Left,4,Petrol,2,black,100000,Automatic,Wheel drive,No
BMW,530,7000,2006,black,Sedan,258,Left,6,Petrol,3,black,180000,Automatic,Rear,No
Mercedes-Benz,E 200 ,21800,2014,black,Sedan,187,Left,4,Petrol,2,black,82000,Automatic,Rear,No
Honda,Odyssey ,8500,2011,White,Minivan / Minibus,248,Left,6,Petrol,3.5,Beige,106000,Automatic,Front,No
Ford,Focus ,8000,2012,Blue,Hatchback,160,Left,4,Petrol,2,black,60000,Automatic,Front,No
Mercedes-Benz,E 320 ,4700,2001,Silver,Sedan,224,Left,6,Astragalus,3.2,Grey,260000,Automatic,Rear,No
BMW,328,4800,2001,Silver,Sedan,224,Left,6,Astragalus,3.2,Grey,260000,Automatic,Rear,No
Honda,Fit ,2700,2006,Aubergine,Sedan,90,Right,4,Petrol,1.2,black,120000,Automatic,Front,No
Toyota,Camry ,6900,2001,Silver,Sedan,224,Left,6,Astragalus,3.2,Grey,260000,Automatic,Rear,No
Nissan,Altima ,4500,2001,Silver,Sedan,224,Left,6,Astragalus,3.2,Grey,260000,Automatic,Rear,No
Honda,Accord ,4200,2004,Grey,Sedan,155,Right,4,Astragalus,2,black,87000,Automatic,Front,No
Lexus,GX 470 ,15200,2006,White,Truck:,268,Left,8,Petrol,4.7,,140000,Automatic,Wheel drive,No
Lexus,LX 570 ,41000,2011,black,Truck:,383,Left,8,Petrol,5.7,black,155000,Automatic,Wheel drive,No
Opel,Astra ,2650,2001,Blue,Hatchback,125,Left,4,Petrol,1.8,black,149000,Mechanical,Front,No
BMW,X5 ,12500,2005,black,Truck:,360,Left,8,Petrol,4.8,black,207400,Automatic,Wheel drive,No
Kia,Optima ,12000,2017,White,Sedan,188,Left,4,Petrol,2.4,black,26000,Automatic,Front,No
Lexus,GX 470 ,17400,2006,Silver,Truck:,263,Left,8,Petrol,4.7,Grey,106000,Automatic,Wheel drive,No
Mercedes-Benz,G 500 ,30300,2009,Grey,Truck:,388,Left,8,Petrol,5,black,154000,Automatic,Wheel drive,Yes
Mercedes-Benz,E 240 ,7800,2002,black,Sedan,177,Left,6,Astragalus,2.6,Grey,123,Automatic,,No
Mercedes-Benz,ML 500 ,14300,2005,black,Truck:,306,Left,8,Astragalus,5,black,128361,Automatic,Wheel drive,No
Mercedes-Benz,E 320 ,5300,2001,black,Sedan,224,Left,6,Petrol,3.2,black,257000,Automatic,Rear,No
Mercedes-Benz,C 240 ,6200,2004,White,Sedan,159,Left,6,Petrol,2.4,Grey,56700,Automatic,Wheel drive,No
Toyota,Corolla ,8300,2011,White,Sedan,132,Left,4,Petrol,1.8,Grey,70000,Automatic,Front,No
Opel,Zafira ,3500,2002,Silver,Universal,125,Left,4,Petrol,1.8,black,141000,Mechanical,Front,No
Mercedes-Benz,E 320 ,5900,2001,White,Sedan,224,Left,6,Astragalus,3.2,black,186000,Automatic,Rear,Yes
Mercedes-Benz,Viano ,9700,2004,Silver,Minivan / Minibus,218,Left,6,Petrol,3.2,Grey,81000,Automatic,Rear,No
Toyota,Camry ,10800,2013,Grey,Sedan,171,Left,4,Petrol,2.5,black,70000,Automatic,Front,No
Honda,Accord ,5200,2003,black,Sedan,200,Right,4,Astragalus,2.4,black,140000,Automatic,Front,No
Nissan,X-Trail ,4800,2005,black,Universal,150,Left,4,Astragalus,2,Grey,145000,Automatic,Wheel drive,Yes
Honda,Elysion ,5400,2006,black,Sedan,160,Left,6,Petrol,2.4,Beige,120000,Automatic,Front,Yes
Porsche,Cayenne ,10300,2004,Grey,Truck:,250,Left,6,Petrol,3.2,black,160000,Automatic,Wheel drive,Yes
Mercedes-Benz,E 350 ,9500,2008,black,Sedan,272,Left,6,Petrol,3.5,black,172000,Automatic,Wheel drive,No
Lexus,RX 300 ,7500,2002,Grey,Truck:,221,Left,6,Astragalus,3,Beige,140000,Automatic,Wheel drive,No
Mazda,6,5500,2011,Other color,Sedan,170,Left,4,Petrol,2.5,black,150000,Automatic,Front,No
Opel,Astra ,2700,2000,black,Hatchback,75,Left,4,Petrol,1.6,,125400,Mechanical,Front,No
Opel,Astra ,2900,2004,Silver,Hatchback,84,Left,4,Astragalus,1.6,black,210000,Mechanical,Front,No
Opel,Zafira ,3900,2003,Silver,Sedan,101,Left,4,Petrol,1.6,black,165000,Mechanical,Front,No
Opel,Zafira ,3800,2003,Blue,Minivan / Minibus,101,Left,4,Astragalus,1.6,black,187000,Mechanical,Front,No
Mitsubishi,Pajero ,13500,2009,White,Truck:,180,Left,6,Petrol,3,black,199000,Automatic,Wheel drive,No
Kia,Rio ,11300,2019,Blue,Universal,123,Left,4,Petrol,1.6,black,10,Automatic,Front,No
Kia,Rio ,11300,2019,White,Universal,123,Left,4,Petrol,1.6,black,10,Automatic,Front,No
Mercedes-Benz,C 180 ,4200,2001,Silver,Sedan,129,Left,4,Petrol,2,Other color,205000,Mechanical,Rear,Yes
Lexus,GX 470 ,15000,2004,White,Truck:,238,Left,8,Astragalus,4.7,Beige,154000,Automatic,Wheel drive,No
Nissan,Tiida ,4000,2007,White,Sedan,109,Left,4,Petrol,1.5,Other color,69000,Variator:,Front,No
Subaru,Legacy ,5999,2006,Blue,Sedan,180,Right,4,Astragalus,2,black,123000,Robot,Wheel drive,No
VAZ(Lada),2170 Priora ,3700,2008,Silver,Sedan,98,Left,4,Petrol,1.6,Grey,140000,Mechanical,Front,No
Mercedes-Benz,Viano ,7300,2005,black,Minivan / Minibus,190,Left,6,Petrol,3.2,Grey,96000,Automatic,Rear,No
Volkswagen,Golf ,3600,2001,Silver,Hatchback,150,Left,4,Astragalus,1.8,,153000,Mechanical,Front,No
VAZ(Lada),2112,1800,2001,Other color,Hatchback,91,Left,4,Petrol,1.6,Grey,197000,Mechanical,Front,No
Volkswagen,Touareg ,6100,2005,black,Truck:,310,Left,8,Petrol,4.2,black,180000,Automatic,Wheel drive,No
Nissan,Elgrand ,7400,2004,White,Minivan / Minibus,240,Right,6,Astragalus,3.5,White,160000,Automatic,Rear,No
VAZ(Lada),2114,1900,2005,black,Coupe,95,Left,4,Astragalus,1.7,Grey,300000,Mechanical,Front,No
Mercedes-Benz,S 500 ,19000,2008,black,Sedan,388,Left,8,Petrol,5,black,130000,Automatic,Rear,No
BMW,X5 ,6000,2002,Grey,Truck:,231,Left,6,Astragalus,3,Beige,234000,Automatic,Wheel drive,No
Mercedes-Benz,S 350 ,12800,2006,black,Sedan,272,Left,6,Petrol,3.5,black,164000,Automatic,Rear,No
Toyota,Camry ,9500,2007,Silver,Sedan,167,Left,4,Petrol,2.4,black,118000,Automatic,Front,No
BMW,X5 ,6600,2004,Grey,Truck:,231,Left,6,Astragalus,3,Grey,320000,Automatic,Wheel drive,No
Audi,Q7 ,13500,2007,black,Truck:,350,Left,8,Petrol,4.2,Grey,160000,Automatic,Wheel drive,No
BMW,325,6300,2004,Silver,Sedan,192,Left,6,Petrol,2.5,black,95000,Automatic,Rear,No
BMW,525,6800,2004,Silver,Sedan,192,Left,6,Petrol,2.5,black,140000,Automatic,Rear,No
Mercedes-Benz,S 550 ,13500,2007,black,Sedan,388,Left,8,Astragalus,5.5,black,230000,Automatic,Wheel drive,No
Nissan,Teana ,5800,2008,Chestnut,Sedan,160,Left,4,Petrol,2.5,Beige,140000,Variator:,Wheel drive,No
Toyota,Land Cruiser Prado ,13962,2003,White,Truck:,249,Left,6,Petrol,0.4,Beige,200000,Automatic,Wheel drive,No
Mercedes-Benz,S 550 ,13500,2007,black,Sedan,388,Left,8,Astragalus,5.5,black,230000,Automatic,Wheel drive,No
BMW,325,4300,2002,black,Sedan,192,Left,6,Petrol,2.5,black,217000,Automatic,Wheel drive,Yes
Mercedes-Benz,S 550 ,13500,2007,black,Sedan,388,Left,8,Astragalus,5.5,black,230000,Automatic,Wheel drive,No
BMW,528,8500,2008,Grey,Sedan,272,Left,6,Petrol,3,black,170000,Automatic,Rear,No
BMW,325,4300,2002,black,Sedan,192,Left,6,Petrol,2.5,black,217000,Automatic,Wheel drive,Yes
Nissan,Teana ,4300,2006,Silver,Sedan,173,Right,6,Petrol,2.3,,107000,Automatic,Front,Yes
Subaru,Legacy ,4500,2004,Silver,Sedan,150,Right,4,Astragalus,2,Beige,181000,Automatic,Wheel drive,No
Ford,Fiesta ,6200,2015,Silver,Sedan,120,Left,4,Petrol,1.6,black,76000,Automatic,Front,No
Honda,Fit ,4500,2007,Silver,Hatchback,110,Left,4,Petrol,1.5,black,176000,Automatic,Front,No
Ford,Focus ,7900,2015,black,Hatchback,158,Left,4,Petrol,2,black,54796,Automatic,Front,No
Ford,Focus ,6200,2015,Silver,Sedan,120,Left,4,Petrol,1.6,black,76000,Automatic,Front,No
BMW,530,9009,2008,White,Sedan,234,Left,6,Petrol,3,black,135000,Automatic,Rear,No
Toyota,Land Cruiser Prado ,20500,2006,White,Pickup,248,Left,6,Petrol,4,Beige,240000,Automatic,Wheel drive,No
Mercedes-Benz,B 170 ,4900,2008,red,Hatchback,110,Left,4,Petrol,1.7,black,98000,Automatic,Front,No
Honda,CR-V ,6100,2005,black,Truck:,161,Left,4,Petrol,2.4,black,200000,Automatic,Wheel drive,No
Nissan,Tiida ,3300,2006,White,Sedan,109,Right,4,Astragalus,1.5,black,165000,Automatic,Front,No
Nissan,Pathfinder ,10500,2005,black,Truck:,269,Left,6,Astragalus,4,black,139000,Automatic,Wheel drive,No
Mercedes-Benz,CLS 350 ,12800,2005,black,Sedan,272,Left,6,Petrol,3.5,red,73200,Automatic,Rear,No
Hyundai,Elantra ,9200,2015,black,Sedan,145,Left,4,Petrol,1.8,black,24000,Automatic,Front,No
Nissan,Tiida ,3300,2006,White,Sedan,109,Right,4,Astragalus,1.5,black,165000,Automatic,Front,No
Honda,Accord ,3800,2003,Blue,Sedan,250,Right,6,Petrol,3,black,135000,Automatic,Front,No
BMW,320,5700,2004,Silver,Sedan,170,Left,6,Petrol,2.2,black,98000,Automatic,Rear,No
Toyota,Camry ,13560,2016,Grey,Sedan,178,Left,4,Petrol,2.5,Grey,43400,Automatic,Front,No
Audi,Q7 ,12300,2007,Silver,Universal,280,Left,6,Petrol,3.6,Beige,210000,Automatic,Wheel drive,No
Mercedes-Benz,S 350 ,13200,2006,black,Sedan,272,Left,6,Petrol,3.5,black,89400,Automatic,Rear,No
Nissan,Teana ,3500,2003,black,Sedan,173,Right,6,Astragalus,2.3,Grey,189000,Automatic,Front,Yes
Nissan,Tiida ,4200,2009,Golden,Sedan,108,Left,4,Petrol,1.5,Beige,49000,Automatic,Front,No
